KOD_DISC,NAME_DISC,NAME_DIV
"6048","Математичне та комп`ютерне моделювання композитних матеріалів","Кафедра прикладної математики та моделювання складних систем"
"6049","Машинне навчання та аналіз даних","секція інформаційно-комунікаційних технологій"
"6050","Сучасні методи розв`язання екстремальних задач","секція інформаційно-комунікаційних технологій"
"6051","Візуалізація даних","секція ""Інформаційні технології проектування"""
"6052","Методи автоматичної класифікації","секція ""Інформаційні технології проектування"""
"6053","Методи оцінювання параметрів математичних моделей за даними експериментальних досліджень","Кафедра загальної механіки та динаміки машин"
"6054","Управління проектами та менеджмент якості в процесах отримання нових знань","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6055","Сучасний стан наукових знань щодо процесів механічної обробки, верстатів та інструментів","Кафедра технології машинобудування, верстатів та інструментів"
"6056","Прикладна трибологія","Кафедра загальної механіки та динаміки машин"
"6057","Обчислювальна гідродинаміка та теплообмін","Кафедра загальної механіки та динаміки машин"
"6058","Сучасний стан наукових знань щодо фундаментальних проблем матеріалознавства","Кафедра технології машинобудування, верстатів та інструментів"
"6059","Основи нерівноважної термодинаміки і синергетики","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6060","Сучасний стан наукових знань з гідравлічних машин та гідропневмоагрегатів","Кафедра прикладної гідроаеромеханіки"
"6061","Сучасний стан наукових знань щодо метрології та інформаційно-вимірювальної техніки","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6062","Сучасний стан наукових знань щодо стандартизації, сертифікації та метрологічного забезпечення","Кафедра технології машинобудування, верстатів та інструментів"
"6063","Сучасний стан наукових знань з процесів та апаратів хімічної технології","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6064","Теоретичні основи процесів у гетерогенних та багатокомпонентних системах","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6065","Сучасний стан наукових знань в галузі технології захисту навколишнього середовища","Кафедра прикладної екології"
"6066","Інноваційні підходи до розробки технологій захисту довкілля","Кафедра прикладної екології"
"6067","Морфо-функціональні аспекти клінічної медицини","Кафедра морфології"
"6068","Соціальна медицина","Кафедра громадського здоров'я"
"6069","Невідкладні стани і сучасні методи досліджень у медичній практиці","Кафедра хірургії, травматології, ортопедії та фтизіатрії"
"6075","Фінансова економіка","Кафедра економічної кібернетики"
"6075","Фінансова економіка","Кафедра фінансів, банківської справи та страхування"
"6076","Менеджмент і маркетинг у поведінковій економіці","Кафедра управління"
"6082","Інформаційні системи і технології в управлінні","Кафедра економічної кібернетики"
"6082","Інформаційні системи і технології в управлінні","Кафедра управління"
"6083","Дискурс і влада","Кафедра філософії"
"6084","Загальна та академічна риторика","Кафедра філософії"
"6085","Філософія свідомості та проблеми штучного інтелекту","Кафедра філософії"
"6086","Біоорганічна хімія","Кафедра теоретичної та прикладної хімії"
"6103","Порівняльні економічні системи і публічне адміністрування. Мікро- та макроекономіка для розроблення публічної політики","Кафедра управління"
"6104","Публічні фінанси і фінансовий менеджмент","Кафедра управління"
"6105","Публічна служба","Кафедра управління"
"6106","Євроінтеграція, міжнародне публічне управління та безпека","Кафедра управління"
"6108","Комунікативна діяльність в публічному управлінні","Кафедра управління"
"6110","Сучасна мовна комунікація в публічному управлінні","Кафедра журналістики та філології"
"6112","Управління соціальною та екологічною безпекою","Кафедра управління"
"6113","Управління державними закупівлями","Кафедра управління"
"6114","Публічна політика","Кафедра управління"
"6122","Стратегічне планування та управління змінами. Публічне управління. Багаторівневе управління","Кафедра управління"
"6123","Прийняття рішень в публічному управлінні","Кафедра управління"
"6124","Дослідження у публічній сфері. Кількісний аналіз та емпіричні методи","Кафедра управління"
"6130","Країнознавство","Кафедра міжнародних економічних відносин"
"6130","Країнознавство","Кафедра мовної підготовки іноземних громадян"
"6134","Ендовідеохірургічні методи діагностики та лікування","Кафедра онкології та радіології"
"6135","Клінічна епідеміологія та основи доказової медицини","Кафедра громадського здоров'я"
"6138","Флора і фауна лісів","Кафедра прикладної екології"
"6139","Організація управління в природоохоронній діяльності з основами екологічного менеджменту","Кафедра прикладної екології"
"6142","Рекультивація ландшафтів","Кафедра прикладної екології"
"6144","Ландшафтознавство","Кафедра прикладної екології"
"6145","Технології основних виробництв і промислова екологія","Кафедра прикладної екології"
"6146","Технології основних виробництв і промислова екологія - КР","Кафедра прикладної екології"
"6147","Публічна політика - КР","Кафедра управління"
"6148","Публічна служба - КР","Кафедра управління"
"6149","Дослідження у публічній сфері. Кількісний аналіз та емпіричні методи - КР","Кафедра управління"
"6150","Основи токсикології та нормування антропогенного навантаження на навколишнє середовище","Кафедра прикладної екології"
"6154","Енергоефективність та поновлювальні джерела енергії","Кафедра прикладної екології"
"6157","Організація управління в природоохоронній діяльності","Кафедра прикладної екології"
"6158","Статистичний облік в природоохоронній діяльності","Кафедра прикладної екології"
"6159","Статистичний облік в природоохоронній діяльності - КР","Кафедра прикладної екології"
"6160","Оцінка впливу на довкілля та екологічна експертиза","Кафедра прикладної екології"
"6161","Техніка захисту навколишнього середовища","Кафедра прикладної екології"
"6162","Муніципальна екологічна діяльність","Кафедра прикладної екології"
"6163","Теорія пружності та пластичності","Кафедра загальної механіки та динаміки машин"
"6169","Експериментальні методи дослідження в механіці","Кафедра загальної механіки та динаміки машин"
"6170","Діагностика та прогнозування надійності механічних систем","Кафедра загальної механіки та динаміки машин"
"6173","Металознавство та термічна обробка","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6181","Технічна обробка зварних конструкцій","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6182","Основи процесів конденсації та кристалізації матеріалів","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6183","Механічні властивості матеріалів","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6187","Основи трибоматеріалознавства","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6191","Обладнання та проектування технологічних процесів","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6192","Термічна обробка металевих сплавів","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6193","Термічна обробка металевих сплавів - КР","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6194","Функціональні сплави","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6195","Термічна обробка зварних конструкцій","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6196","Термічна обробка зварних конструкцій - КР","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6197","Неметалеві матеріали II","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6198","Дифектоскопія зварних зєднань","Кафедра прикладного матеріалознавства і технології конструкційних матеріалів"
"6199","Електротехніка та електропривід","Кафедра електроенергетики"
"6204","Автоматичне управління процесами обробки матеріалів різанням","Кафедра технології машинобудування, верстатів та інструментів"
"6205","Математичне моделювання технологічних процесів і систем","Кафедра технології машинобудування, верстатів та інструментів"
"6206","Надійність та експлуатація гідромашин і гідроприводів","Кафедра прикладної гідроаеромеханіки"
"6210","Математичне забезпечення інструментального виробництва","Кафедра технології машинобудування, верстатів та інструментів"
"6212","Ковальсько-пресове обладнання та інструмент","Кафедра технології машинобудування, верстатів та інструментів"
"6213","CAD-CAM-CAE системи в інструментальному виробництві","Кафедра технології машинобудування, верстатів та інструментів"
"6214","Технологічні основи та обладнання хімічних виробництв","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6215","Технологічні основи та обладнання нафтопереробних виробництв","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6216","Обладнання ремонтно-механічних цехів хімічних виробництв","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6217","Обладнання ремонтно-механічних цехів нафтопереробних виробництв","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6218","Верстатні пристрої: проектування та експлуатація - КР","Кафедра технології машинобудування, верстатів та інструментів"
"6219","Технологічне оснащення інструментального виробництва - КР","Кафедра технології машинобудування, верстатів та інструментів"
"6220","Монтаж, експлуатація та ремонт нафтопереробного обладнання","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6221","CAD системи в проектуванні гідромашин","Кафедра прикладної гідроаеромеханіки"
"6224","Основи національної безпеки","Кафедра кримінально-правових дисциплін та судочинства"
"6226","Комп'ютерна графіка в хімічному машино- і апаратобудуванні","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6227","Комп'ютерна графіка в нафтопереробному машино- і апаратобудуванні","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6232","Машини та апарати нафтопереробних виробництв","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6234","Машини та апарати хімічних виробництв - КП","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6235","Машини та апарати нафтопереробних виробництв - КП","Кафедра процесів та обладнання хімічних і нафтопереробних виробництв"
"6236","Енергозабезпечення технологічних процесів","Кафедра прикладної гідроаеромеханіки"
"6237","Методи моделювання процесів енергоспоживання","Кафедра прикладної гідроаеромеханіки"
"6238","Електричні апарати та системи електропостачання","Кафедра електроенергетики"
"6239","Енергозбереження в гідро-пневмосистемах","Кафедра прикладної гідроаеромеханіки"
"6240","Контроль ефективності енерговикористання","Кафедра прикладної гідроаеромеханіки"
"6241","Нормування в енергетиці","Кафедра прикладної гідроаеромеханіки"
"6242","Ринок енергії","Кафедра прикладної гідроаеромеханіки"
"6243","Енергозбереження в будівлях і спорудах","Кафедра прикладної гідроаеромеханіки"
"6244","Енергоефективні технології в будівництві","Кафедра прикладної гідроаеромеханіки"
"6247","Управління ресурсами у публічній сфері","Кафедра управління"
"6257","Банківська статистика","Кафедра фінансів, банківської справи та страхування"
"6262","Економічна кібернетика. Програмування","Кафедра економічної кібернетики"
"6267","Ефективність інформаційних систем","Кафедра економічної кібернетики"
"6268","Виробнича практика","Кафедра міжнародних економічних відносин"
"6269","Переддипломна практика","Кафедра загальної механіки та динаміки машин"
"6269","Переддипломна практика","Кафедра міжнародних економічних відносин"
"6269","Переддипломна практика","Кафедра прикладної гідроаеромеханіки"
"6269","Переддипломна практика","Кафедра прикладної екології"
"6269","Переддипломна практика","Кафедра технології машинобудування, верстатів та інструментів"
"6273","Міжнародна торгівля - КР","Кафедра міжнародних економічних відносин"
"6274","Друга іноземна мова","Кафедра іноземних мов ННІ БТ"
"6276","Аналіз банківської діяльності","Кафедра фінансів, банківської справи та страхування"
"6277","Основи метрології і технології машинобудівних виробництв","Кафедра технології машинобудування, верстатів та інструментів"
"6278","Технологія виробництва, експлуатації та обслуговування компресорної техніки","Кафедра технічної теплофізики"
"6279","Технологія виробництва, експлуатації та обслуговування холодильної техніки","Кафедра технічної теплофізики"
"6281","Основи логістики","Кафедра управління"
"6282","Управлінська аналітика","Кафедра управління"
"6283","Організація управління промисловими підприємствами","Кафедра управління"
"6284","Управління конкурентноспроможністю торговельного підприємства","Кафедра управління"
"6285","Корпоративна соціальна відповідальність","Кафедра управління"
"6287","Основи управління проектно-орієнтованими організаціями","Кафедра управління"
"6288","Прикладне математичне моделювання","Кафедра прикладної математики та моделювання складних систем"
"6289","Дослідження операцій та сучасні проблеми обчислювальної оптимізації","Кафедра прикладної математики та моделювання складних систем"
"6290","Дослідження операцій та сучасні проблеми обчислювальної оптимізації - КР","Кафедра прикладної математики та моделювання складних систем"
"6291","Методи багатовимірної статистики","Кафедра прикладної математики та моделювання складних систем"
"6293","Криптографія","Кафедра прикладної математики та моделювання складних систем"
"6295","Менеджмент персоналу у міжнародному бізнесі","Кафедра міжнародних економічних відносин"
"6296","Комп'ютерне моделювання процесів і систем - КР","Кафедра прикладної математики та моделювання складних систем"
"6300","Аналіз та проектування інформаційних систем","секція ""Інформаційні технології проектування"""
"6301","Комп'ютерні технології дизайну","секція ""Інформаційні технології проектування"""
"6305","Забезпечення якості інформаційних систем і технологій","секція ""Інформаційні технології проектування"""
"6306","Електротехніка та електрообладнання енергетичних установок","Кафедра електроенергетики"
"6309","Організація бухгалтерського обліку - КР","Кафедра бухгалтерського обліку та оподаткування"
"6318","Програмування під платформу. Net Framework","секція інформаційно-комунікаційних технологій"
"6323","Крос-платформне програмування мовою Java","секція інформаційно-комунікаційних технологій"
"6324","Програмування серверних веб-додатків","секція інформаційно-комунікаційних технологій"
"6325","Аналіз та проектування інформаційних систем - КР","секція ""Інформаційні технології проектування"""
"6326","Системний аналіз та теорія прийняття рішень - КР","секція інформаційно-комунікаційних технологій"
"6327","Проектування баз знань та інтелектуальних систем","секція інформаційно-комунікаційних технологій"
"6328","Хмарні технології обробки інформації","секція ""Інформаційні технології проектування"""
"6333","Програмні засоби моделювання","секція ""Комп`ютеризовані системи управління"""
"6335","Промислові комп'ютерні мережи","секція ""Комп`ютеризовані системи управління"""
"6336","Локальні системи керування","секція ""Комп`ютеризовані системи управління"""
"6338","Технічні засоби автоматизації","секція ""Комп`ютеризовані системи управління"""
"6340","Ідентифікація об'єктів управління","секція ""Комп`ютеризовані системи управління"""
"6341","Проектування засобів і систем автоматизації","секція ""Комп`ютеризовані системи управління"""
"6342","Програмування процесів у реальному часі","секція ""Комп`ютеризовані системи управління"""
"6343","Мехатронні системи","секція ""Комп`ютеризовані системи управління"""
"6344","Алгоритми захисту інформації","секція інформаційно-комунікаційних технологій"
"6345","Архітектура захищених комп'ютерних систем","секція інформаційно-комунікаційних технологій"
"6346","Теорія складності обчислень","секція інформаційно-комунікаційних технологій"
"6349","Технологія програмування захищенних систем","секція інформаційно-комунікаційних технологій"
"6350","Безпечне програмування","секція інформаційно-комунікаційних технологій"
"6351","Мережеві операційні системи","секція інформаційно-комунікаційних технологій"
"6352","Мережеві операційні системи - КР","секція інформаційно-комунікаційних технологій"
"6353","Системи та засоби криптоаналізу","секція інформаційно-комунікаційних технологій"
"6354","Математичні методи криптоаналізу","секція інформаційно-комунікаційних технологій"
"6355","Безпека Web-ресурсів","секція інформаційно-комунікаційних технологій"
"6356","Захищені системи електронного документообігу","секція інформаційно-комунікаційних технологій"
"6357","Обробка зображень та стеганографія","секція інформаційно-комунікаційних технологій"
"6358","Скритна передача інформації та стеганографічні системи","секція інформаційно-комунікаційних технологій"
"6359","Комплексні системи захисту інформації: проектування, впровадження, супровід","секція інформаційно-комунікаційних технологій"
"6360","Комплексні системи захисту інформації: проектування, впровадження, супровід - КР","секція інформаційно-комунікаційних технологій"
"6361","Управління інформаційною безпекою","секція інформаційно-комунікаційних технологій"
"6362","Системний аналіз процесів та систем захисту інформації","секція інформаційно-комунікаційних технологій"
"6363","Паралельні та хмарні обчислювальні системи","секція інформаційно-комунікаційних технологій"
"6364","Квантові обчислення та криптографія","секція інформаційно-комунікаційних технологій"
"6365","Електричні апарати низької напруги","Кафедра електроенергетики"
"6366","Електричні апарати високої напруги","Кафедра електроенергетики"
"6369","Твердотільна електроніка - КР","Кафедра електроніки та комп`ютерної техніки"
"6378","Електронно-променеві прилади та пристрої","Кафедра електроніки, загальної та прикладної фізики"
"6379","Фізика і техніка мікроелектронних приладів","Кафедра електроніки, загальної та прикладної фізики"
"6380","Інформаційна безпека в комп'ютерних мережах","Кафедра електроніки та комп`ютерної техніки"
"6381","Багатофункціональні сенсори","Кафедра електроніки, загальної та прикладної фізики"
"6382","Програмування комп'ютерних систем на кристаллах","Кафедра електроніки та комп`ютерної техніки"
"6386","Програмно-апаратні комплекси управління і збору даних","Кафедра електроніки та комп`ютерної техніки"
"6387","Імовірнісні основи обробки даних - КР","Кафедра наноелектроніки"
"6388","Методи моделювання та синтез електронних схем","Кафедра наноелектроніки"
"6390","Фізхімія наноструктур","Кафедра наноелектроніки"
"6391","Візуалізація та обробка медичних даних","Кафедра наноелектроніки"
"6392","Наноінженерія","Кафедра наноелектроніки"
"6394","Програмування мобільних пристроїв телекомунікацій","Кафедра електроніки та комп`ютерної техніки"
"6395","Мережні операційні системи","Кафедра електроніки та комп`ютерної техніки"
"6396","Програмування систем IP-телефонії","Кафедра електроніки та комп`ютерної техніки"
"6397","Основи теорії телетрафіка","Кафедра електроніки та комп`ютерної техніки"
"6398","Загальна історія держави і права","Кафедра конституційного права, теорії та історії держави і права"
"6414","Управління підприємництвом","Кафедра управління"
"6415","Міжнародний цивільний процес","Кафедра міжнародного, європейського права та цивільно-правових дисциплін"
"6425","Управління інвестиціями - КР","Кафедра управління"
"6426","Стратегічне управління - КР","Кафедра управління"
"6427","Система публічного управління","Кафедра управління"
"6428","Адміністративно-територіальне управління","Кафедра управління"
"6430","Організація надання публічних послуг","Кафедра управління"
"6431","Правове забезпечення публічного управління","Кафедра управління"
"6432","Зовнішнє середовище публічного управління","Кафедра управління"
"6433","Економічна політика та державне ругулювання","Кафедра управління"
"6434","Економічна політика та державне ругулювання - КР","Кафедра управління"
"6439","Лідерство та команда в публічному управлінні","Кафедра управління"
"6440","Управління проектами в державному секторі","Кафедра управління"
"6441","Державне регулювання економічної безпеки","Кафедра управління"
"6443","Організація адміністративної діяльності","Кафедра управління"
"6444","Операційні процеси в публічному управлінні","Кафедра управління"
"6445","Менеджмент громадських організацій","Кафедра управління"
"6446","Сталий розвиток території","Кафедра управління"
"6447","Управління ризиком","Кафедра управління"
"6448","Моніторинг та оцінювання управлінської діяльності","Кафедра управління"
"6449","Технологія прийняття рішень у публічному управлінні","Кафедра управління"
"6450","Технологія прийняття рішень у публічному управлінні - КР","Кафедра управління"
"6451","Комунікації в публічному адмініструванні","Кафедра управління"
"6452","Електронне врядування","Кафедра управління"
"6453","Управління змінами в державному секторі","Кафедра управління"
"6454","Антикризове публічне управління","Кафедра управління"
"6455","Управління персоналом у публічному адмініструванні","Кафедра управління"
"6456","Управління євроінтеграційними процесами","Кафедра управління"
"6457","Управління персоналом у публічному адмініструванні - КР","Кафедра управління"
"6458","Державно-приватне партнерство","Кафедра управління"
"6467","Світова фінансова система","Кафедра міжнародних економічних відносин"
"6473","Міжнародні відносини та світова політика","Кафедра міжнародних економічних відносин"
"6475","Економіка транснаціонального криміналу","Кафедра міжнародних економічних відносин"
"6477","Міжнародні стандарти корпоративного управління","Кафедра міжнародних економічних відносин"
"6478","Поведінка споживачів на світовому ринку","Кафедра міжнародних економічних відносин"
"6479","Міжнародний аудит","Кафедра міжнародних економічних відносин"
"6481","Міжнародна економічна та екологічна політика","Кафедра міжнародних економічних відносин"
"6483","Бізнес-аналітика у міжнародних економічних відносинах","Кафедра міжнародних економічних відносин"
"6485","Міжнародний трансферт технологій","Кафедра міжнародних економічних відносин"
"6489","Бізнес-аналітика у міжнародних економічних відносинах - КР","Кафедра міжнародних економічних відносин"
"6490","Інституції міжнародної економічної політики","Кафедра міжнародних економічних відносин"
"6493","Міжнародна комерція та офшорний бізнес","Кафедра міжнародних економічних відносин"
"6499","Дитячий фітнес","Кафедра фізичної терапії, ерготерапії та спортивної медицини"
"6503","Економіка промисловості","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6507","Start-UP","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6508","Практикум (тренінг)","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6510","Організація ведення бізнесу","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6513","Інтернаціоналізація бізнесу","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6522","Практика перекладу з німецької мови для економістів","Кафедра германської філології"
"6523","Практика перекладу з німецької мови для юристів","Кафедра германської філології"
"6524","Основи ділової комунікації (німецька мова)","Кафедра германської філології"
"6525","Перекладацький скоропис","Кафедра германської філології"
"6526","Практичний курс української мови","Кафедра германської філології"
"6527","Вступ до германського мовознавства","Кафедра германської філології"
"6528","Поглиблений курс із практики перекладу з англійської мови","Кафедра германської філології"
"6532","Економіка торгівлі","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6538","Власна справа","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6541","Аналіз підприємницької діяльності","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6544","Підприємницькі стратегії","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6546","Управління витратами підприємницької діяльності","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6548","Бізнес-рішення та оцінювання ризиків","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6549","Проектний аналіз - КР","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6551","Інтернет-трейдинг","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6555","Соціальне підприємництво","Кафедра психології, політології та соціокультурних технологій"
"6556","Економіка туризму","Кафедра економіки, підприємництва та бізнес-адміністрування"
"6558","Створення інноваційних проектів","Кафедра маркетингу"
"6568","Маркетинг послуг - КР","Кафедра маркетингу"
"6569","Стимулювання збуту та мерчандайзинг","Кафедра маркетингу"
"6570","Маркетинг у торгівлі","Кафедра маркетингу"
"6571","Банківське регулювання","Кафедра фінансів, банківської справи та страхування"
"6572","Фінансове планування","Кафедра фінансів і підприємництва"
"6573","Фінансова історія","Кафедра фінансів і підприємництва"
